chNFe,cnpj_emit,nNFe,cProd,cEAN,cBarra,xProd,NCM,CEST,indEscala,CFOP,uCom,qCom,vUnCom,vProd,cEANTrib,cBarraTrib,uTrib,qTrib,vUnTrib,indTot,xPed,nItemPed,nLote,qLote,dFab,dVal,cAgreg
35230701402063000137550020000760301012427051,01402063000137,76030,518,6934766408579,518,"HB 518 LAPIS DE SOBRANCELHAS FEELS MOOD RUBY ROSE",33042010,2001000,S,5403,DZ,240,10.62,2548.8,6934766408579,518,DZ,240,10.62,1,5724501,1,1312801,240,"2023-03-01 00:00:00","2027-12-12 00:00:00",6631605
35230701402063000137550020000760301012427051,01402063000137,76030,521,6934766408609,521,"HB 521 LAPIS DE SOBRANCELHAS FEELS MOOD RUBY ROSE",33042010,2001000,S,5403,DZ,240,7.8,1872,6934766408609,521,DZ,240,7.8,1,5724501,2,1312804,240,"2023-03-03 00:00:00","2027-12-12 00:00:00",6631705
35230701402063000137550020000760301012427051,01402063000137,76030,RR-2401,6934766408630,RR-2401,"RR-2401 LAPIS DE SOBRANCELHAS MELU RUBY ROSE",33042010,2001000,S,5403,DZ,240,7.8,1872,6934766408630,RR-2401,DZ,240,7.8,1,5724501,3,1312807,240,"2023-03-06 00:00:00","2027-12-12 00:00:00",6631805
35230701402063000137550020000760301012427051,01402063000137,76030,9357,6932159605949,9357,"HB 9357 SOMBRAS PARA SOBRANCELHA RUBY ROSE",33042010,2001000,S,5403,DZ,240,12.99,3117.6,6932159605949,9357,DZ,240,12.99,1,5724501,4,23J0031-1,240,"2023-01-09 00:00:00","2028-01-08 00:00:00",6631905
35230701402063000137550020000760331012432057,01402063000137,76033,518,6934766408579,518,"HB 518 LAPIS DE SOBRANCELHAS FEELS MOOD RUBY ROSE",33042010,2001000,S,6102,DZ,48,10.01,480.48,6934766408579,518,DZ,48,10.01,1,5678801,1,1312801,48,"2023-03-01 00:00:00","2027-12-12 00:00:00",6633905
35230701402063000137550020000760331012432057,01402063000137,76033,519,6934766408586,519,"HB 519 DELINEADOR PRETO FEELS MOOD RUBY ROSE",33042010,2001000,S,6102,DZ,48,15.35,736.8,6934766408586,519,DZ,48,15.35,1,5678801,2,1312802,48,"2023-03-05 00:00:00","2027-12-12 00:00:00",6634005
35230701402063000137550020000760331012432057,01402063000137,76033,521,6934766408609,521,"HB 521 LAPIS DE SOBRANCELHAS FEELS MOOD RUBY ROSE",33042010,2001000,S,6102,DZ,48,7.35,352.8,6934766408609,521,DZ,48,7.35,1,5678801,3,1312804,48,"2023-03-03 00:00:00","2027-12-12 00:00:00",6634105
35230701402063000137550020000760331012432057,01402063000137,76033,7232-1,6932159603600,7232-1,"HB 7232-1 PO COMPACTO FEEL MOOD RUBY ROSE",33049100,2001300,S,6102,DZ,24,10.59,254.16,6932159603600,7232-1,DZ,24,10.59,1,5678801,4,22J0179,24,"2022-10-12 00:00:00","2027-10-11 00:00:00",6634205
35230701402063000137550020000760331012432057,01402063000137,76033,7232-2,6932159603679,7232-2,"HB 7232-2 PO COMPACTO FEEL MOOD RUBY ROSE",33049100,2001300,S,6102,DZ,24,10.59,254.16,6932159603679,7232-2,DZ,24,10.59,1,5678801,5,23J0044,24,"2023-02-27 00:00:00","2028-02-26 00:00:00",6634305
35230701402063000137550020000760331012432057,01402063000137,76033,7524,6932159604027,7524,"HB 7524 MAKE UP KIT RUBY ROSE",33049990,2001500,S,6102,DZ,18,40.32,725.76,6932159604027,7524,DZ,18,40.32,1,5678801,6,23J0045,18,"2023-02-27 00:00:00","2028-02-26 00:00:00",6634405
35230701402063000137550020000760331012432057,01402063000137,76033,8519,6932159605222,8519,"HB 8519 TINTED BALM FEELS MOOD RUBY ROSE",33041000,2000900,S,6102,DZ,36,11.07,398.52,6932159605222,8519,DZ,36,11.07,1,5678801,7,23J0048,36,"2023-01-31 00:00:00","2028-01-30 00:00:00",6634505
35230701402063000137550020000760331012432057,01402063000137,76033,520,6934766408593,520,"HB 520 LAPIS DE OLHOS STAY FIX RUBY ROSE",33042010,2001000,S,6102,DZ,48,8.53,409.44,6934766408593,520,DZ,48,8.53,1,5678801,8,1312803,48,"2023-03-10 00:00:00","2027-12-12 00:00:00",6634605
35230701402063000137550020000760331012432057,01402063000137,76033,7206-14,6932159606007,7206-14,"HB 7206-14 PO FACIAL RUBY ROSE",33049100,2001300,S,6102,DZ,24,9.59,230.16,6932159606007,7206-14,DZ,24,9.59,1,5678801,9,23J0007,24,"2023-01-09 00:00:00","2028-01-08 00:00:00",6634705
35230701402063000137550020000760341012433050,01402063000137,76034,8055-1,6932159606151,8055-1,"HB 8055-1 BASE LIQUIDA MELU RUBY ROSE",33049990,2001500,S,6102,DZ,36,24.76,891.36,6932159606151,8055-1,DZ,36,24.76,1,5680001,1,22J0129,36,"2022-07-29 00:00:00","2027-07-28 00:00:00",6634805
35230701402063000137550020000760341012433050,01402063000137,76034,RR-2400,6934766408623,RR-2400,"RR-2400 LAPIS DE OLHOS MELU RUBY ROSE",33042010,2001000,S,6102,DZ,48,8.53,409.44,6934766408623,RR-2400,DZ,48,8.53,1,5680001,2,1312806,48,"2023-03-07 00:00:00","2027-12-12 00:00:00",6634905
35230701402063000137550020000760341012433050,01402063000137,76034,RR-2401,6934766408630,RR-2401,"RR-2401 LAPIS DE SOBRANCELHAS MELU RUBY ROSE",33042010,2001000,S,6102,DZ,48,7.35,352.8,6934766408630,RR-2401,DZ,48,7.35,1,5680001,3,1312807,48,"2023-03-06 00:00:00","2027-12-12 00:00:00",6635005
35230701402063000137550020000760341012433050,01402063000137,76034,RR-2402,6934766408647,RR-2402,"RR-2402 LAPIS DE SOBRANCELHAS MELU RUBY ROSE",33042010,2001000,S,6102,DZ,48,19.38,930.24,6934766408647,RR-2402,DZ,48,19.38,1,5680001,4,1312808,48,"2023-03-05 00:00:00","2027-12-12 00:00:00",6635105
35230701402063000137550020000760341012433050,01402063000137,76034,RR-2403,6934766408654,RR-2403,"RR-2403 LAPIS DE SOBRANCELHAS MELU RUBY ROSE",33042010,2001000,S,6102,DZ,48,7.35,352.8,6934766408654,RR-2403,DZ,48,7.35,1,5680001,5,1312809,48,"2023-03-07 00:00:00","2027-12-12 00:00:00",6635205
35230701402063000137550020000760341012433050,01402063000137,76034,F518,7898671424385,F518,"HB F518 GEL PARA SOBRANCELHAS MELU RUBY ROSE",33042010,2001000,S,6102,DZ,24,9.62,230.88,7898671424385,F518,DZ,24,9.62,1,5680001,6,23APR02,24,"2023-04-02 00:00:00","2026-04-01 00:00:00",6635305
35230701402063000137550020000760351012434054,01402063000137,76035,7232-1,6932159603600,7232-1,"HB 7232-1 PO COMPACTO FEEL MOOD RUBY ROSE",33049100,2001300,S,6102,DZ,48,10.59,508.32,6932159603600,7232-1,DZ,48,10.59,1,5679201,1,23J0044,48,"2023-02-27 00:00:00","2028-02-26 00:00:00",6635405
35230701402063000137550020000760351012434054,01402063000137,76035,7232-2,6932159603679,7232-2,"HB 7232-2 PO COMPACTO FEEL MOOD RUBY ROSE",33049100,2001300,S,6102,DZ,24,10.59,254.16,6932159603679,7232-2,DZ,24,10.59,1,5679201,2,23J0044,24,"2023-02-27 00:00:00","2028-02-26 00:00:00",6635505
35230701402063000137550020000760351012434054,01402063000137,76035,8519,6932159605222,8519,"HB 8519 TINTED BALM FEELS MOOD RUBY ROSE",33041000,2000900,S,6102,DZ,36,11.07,398.52,6932159605222,8519,DZ,36,11.07,1,5679201,3,23J0048,36,"2023-01-31 00:00:00","2028-01-30 00:00:00",6635605
35230701402063000137550020000760351012434054,01402063000137,76035,7524,6932159604027,7524,"HB 7524 MAKE UP KIT RUBY ROSE",33049990,2001500,S,6102,DZ,18,40.32,725.76,6932159604027,7524,DZ,18,40.32,1,5679201,4,23J0045,18,"2023-02-27 00:00:00","2028-02-26 00:00:00",6635705
35230701402063000137550020000760351012434054,01402063000137,76035,519,6934766408586,519,"HB 519 DELINEADOR PRETO FEELS MOOD RUBY ROSE",33042010,2001000,S,6102,DZ,48,15.35,736.8,6934766408586,519,DZ,48,15.35,1,5679201,5,1312802,48,"2023-03-05 00:00:00","2027-12-12 00:00:00",6635805
35230701402063000137550020000760351012434054,01402063000137,76035,514,6932159605062,514,"HB 514 LAPIS DE OLHOS FEELS MOOD RUBY ROSE",33042010,2001000,S,6102,DZ,48,9.12,437.76,6932159605062,514,DZ,48,9.12,1,5679201,6,23J0009,48,"2023-02-14 00:00:00","2028-02-13 00:00:00",6635905
35230701402063000137550020000760351012434054,01402063000137,76035,F861,7898671429403,F861,"HB F861 BLUSH COMPACTO RUBY ROSE",33049100,2001300,S,6102,DZ,24,18.24,437.76,7898671429403,F861,DZ,24,18.24,1,5679201,7,23MAR03,24,"2023-03-02 00:00:00","2028-03-01 00:00:00",6636005
35230701402063000137550020000760351012434054,01402063000137,76035,520,6934766408593,520,"HB 520 LAPIS DE OLHOS STAY FIX RUBY ROSE",33042010,2001000,S,6102,DZ,48,8.53,409.44,6934766408593,520,DZ,48,8.53,1,5679201,8,1312803,48,"2023-03-10 00:00:00","2027-12-12 00:00:00",6636105
35230701402063000137550020000760361012436054,01402063000137,76036,RR-2400,6934766408623,RR-2400,"RR-2400 LAPIS DE OLHOS MELU RUBY ROSE",33042010,2001000,S,6102,DZ,48,8.53,409.44,6934766408623,RR-2400,DZ,48,8.53,1,5679901,1,1312806,48,"2023-03-07 00:00:00","2027-12-12 00:00:00",6636505
35230701402063000137550020000760361012436054,01402063000137,76036,RR-2401,6934766408630,RR-2401,"RR-2401 LAPIS DE SOBRANCELHAS MELU RUBY ROSE",33042010,2001000,S,6102,DZ,48,7.35,352.8,6934766408630,RR-2401,DZ,48,7.35,1,5679901,2,1312807,48,"2023-03-06 00:00:00","2027-12-12 00:00:00",6636605
35230701402063000137550020000760361012436054,01402063000137,76036,RR-2402,6934766408647,RR-2402,"RR-2402 LAPIS DE SOBRANCELHAS MELU RUBY ROSE",33042010,2001000,S,6102,DZ,48,19.38,930.24,6934766408647,RR-2402,DZ,48,19.38,1,5679901,3,1312808,48,"2023-03-05 00:00:00","2027-12-12 00:00:00",6636705
35230701402063000137550020000760361012436054,01402063000137,76036,RR-2403,6934766408654,RR-2403,"RR-2403 LAPIS DE SOBRANCELHAS MELU RUBY ROSE",33042010,2001000,S,6102,DZ,48,7.35,352.8,6934766408654,RR-2403,DZ,48,7.35,1,5679901,4,1312809,48,"2023-03-07 00:00:00","2027-12-12 00:00:00",6636805
35230701402063000137550020000760361012436054,01402063000137,76036,F518,7898671424385,F518,"HB F518 GEL PARA SOBRANCELHAS MELU RUBY ROSE",33042010,2001000,S,6102,DZ,24,9.62,230.88,7898671424385,F518,DZ,24,9.62,1,5679901,5,23APR02,24,"2023-04-02 00:00:00","2026-04-01 00:00:00",6636905
35230701402063000137550020000760381012441052,01402063000137,76038,S02,"SEM GTIN",S02,"HB S02 ESPONJA FEELS SOFT BLENDER",96162000,2006200,S,6102,DZ,24,11.69,280.56,"SEM GTIN",S02,DZ,24,11.69,1,5694901,1,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
35230701402063000137550020000760381012441052,01402063000137,76038,7232-1,6932159603600,7232-1,"HB 7232-1 PO COMPACTO FEEL MOOD RUBY ROSE",33049100,2001300,S,6102,DZ,24,12.14,291.36,6932159603600,7232-1,DZ,24,12.14,1,5694901,2,23J0044,24,"2023-02-27 00:00:00","2028-02-26 00:00:00",6638005
35230701402063000137550020000760381012441052,01402063000137,76038,7232-2,6932159603679,7232-2,"HB 7232-2 PO COMPACTO FEEL MOOD RUBY ROSE",33049100,2001300,S,6102,DZ,24,12.14,291.36,6932159603679,7232-2,DZ,24,12.14,1,5694901,3,23J0044,24,"2023-02-27 00:00:00","2028-02-26 00:00:00",6638105
35230701402063000137550020000760381012441052,01402063000137,76038,8406,6295125035554,8406,"HB 8406 DELINEADOR LIQUIDO PRETO RUBY ROSE",33042010,2001000,S,6102,DZ,36,15.16,545.76,6295125035554,8406,DZ,36,15.16,1,5694901,4,22J0182,36,"2022-10-26 00:00:00","2027-10-25 00:00:00",6638205
35230701402063000137550020000760381012441052,01402063000137,76038,9354,6295125006028,9354,"HB 9354 TRIO SOMBRAS PARA SOBRANCELHA RUBY ROSE",33042010,2001000,S,6102,DZ,24,15.92,382.08,6295125006028,9354,DZ,24,15.92,1,5694901,5,22J0214,24,"2022-10-08 00:00:00","2027-10-07 00:00:00",6638305
35230701402063000137550020000760381012441052,01402063000137,76038,F572,7898671424446,F572,"HB F572 SOMBRA DE SOBRANCELHA RUBY ROSE",33042010,2001000,S,6102,DZ,24,15.92,382.08,7898671424446,F572,DZ,24,15.92,1,5694901,6,25e11600,24,"2022-11-01 00:00:00","2027-11-02 00:00:00",6638405
35230701402063000137550020000760391012443052,01402063000137,76039,8055-1,6932159606151,8055-1,"HB 8055-1 BASE LIQUIDA MELU RUBY ROSE",33049990,2001500,S,6102,DZ,36,27.83,1001.88,6932159606151,8055-1,DZ,36,27.83,1,5695701,1,22J0129,36,"2022-07-29 00:00:00","2027-07-28 00:00:00",6638605
35230701402063000137550020000760401012445056,01402063000137,76040,519,6934766408586,519,"HB 519 DELINEADOR PRETO FEELS MOOD RUBY ROSE",33042010,2001000,S,6102,DZ,48,14.48,695.04,6934766408586,519,DZ,48,14.48,1,5667301,1,1312802,48,"2023-03-05 00:00:00","2027-12-12 00:00:00",6639405
35230701402063000137550020000760401012445056,01402063000137,76040,521,6934766408609,521,"HB 521 LAPIS DE SOBRANCELHAS FEELS MOOD RUBY ROSE",33042010,2001000,S,6102,DZ,144,6.93,997.92,6934766408609,521,DZ,144,6.93,1,5667301,2,1312804,144,"2023-03-03 00:00:00","2027-12-12 00:00:00",6639505
35230701402063000137550020000760401012445056,01402063000137,76040,7232-1,6932159603600,7232-1,"HB 7232-1 PO COMPACTO FEEL MOOD RUBY ROSE",33049100,2001300,S,6102,DZ,96,10.59,1016.64,6932159603600,7232-1,DZ,96,10.59,1,5667301,3,23J0044,96,"2023-02-27 00:00:00","2028-02-26 00:00:00",6639605
35230701402063000137550020000760401012445056,01402063000137,76040,7232-2,6932159603679,7232-2,"HB 7232-2 PO COMPACTO FEEL MOOD RUBY ROSE",33049100,2001300,S,6102,DZ,48,10.59,508.32,6932159603679,7232-2,DZ,48,10.59,1,5667301,4,23J0044,48,"2023-02-27 00:00:00","2028-02-26 00:00:00",6639705
35230701402063000137550020000760401012445056,01402063000137,76040,8519,6932159605222,8519,"HB 8519 TINTED BALM FEELS MOOD RUBY ROSE",33041000,2000900,S,6102,DZ,144,10.44,1503.36,6932159605222,8519,DZ,144,10.44,1,5667301,5,23J0048,144,"2023-01-31 00:00:00","2028-01-30 00:00:00",6639805
35230701402063000137550020000760401012445056,01402063000137,76040,F861,7898671429403,F861,"HB F861 BLUSH COMPACTO RUBY ROSE",33049100,2001300,S,6102,DZ,24,17.2,412.8,7898671429403,F861,DZ,24,17.2,1,5667301,6,23MAR03,24,"2023-03-02 00:00:00","2028-03-01 00:00:00",6639905
35230701402063000137550020000760401012445056,01402063000137,76040,520,6934766408593,520,"HB 520 LAPIS DE OLHOS STAY FIX RUBY ROSE",33042010,2001000,S,6102,DZ,96,8.04,771.84,6934766408593,520,DZ,96,8.04,1,5667301,7,1312803,96,"2023-03-10 00:00:00","2027-12-12 00:00:00",6640005
35230701402063000137550020000760401012445056,01402063000137,76040,F574,7898671429878,F574,"HB F574 BLUSH COMPACTO STAY FIX",33049100,2001300,S,6102,DZ,96,15.16,1455.36,7898671429878,F574,DZ,96,15.16,1,5667301,8,23APR03,96,"2023-04-02 00:00:00","2026-04-01 00:00:00",6640105
35230701402063000137550020000760401012445056,01402063000137,76040,518,6934766408579,518,"HB 518 LAPIS DE SOBRANCELHAS FEELS MOOD RUBY ROSE",33042010,2001000,S,6102,DZ,192,9.44,1812.48,6934766408579,518,DZ,192,9.44,1,5667301,9,1312801,192,"2023-03-01 00:00:00","2027-12-12 00:00:00",6640205
35230701402063000137550020000760401012445056,01402063000137,76040,F572,7898671424446,F572,"HB F572 SOMBRA DE SOBRANCELHA RUBY ROSE",33042010,2001000,S,6102,DZ,48,13.35,640.8,7898671424446,F572,DZ,48,13.35,1,5667301,10,25e11600,48,"2022-11-01 00:00:00","2027-11-02 00:00:00",6640305
35230701402063000137550020000760411012447056,01402063000137,76041,RR-2400,6934766408623,RR-2400,"RR-2400 LAPIS DE OLHOS MELU RUBY ROSE",33042010,2001000,S,6102,DZ,96,8.04,771.84,6934766408623,RR-2400,DZ,96,8.04,1,5667601,1,1312806,96,"2023-03-07 00:00:00","2027-12-12 00:00:00",6641005
35230701402063000137550020000760411012447056,01402063000137,76041,RR-2401,6934766408630,RR-2401,"RR-2401 LAPIS DE SOBRANCELHAS MELU RUBY ROSE",33042010,2001000,S,6102,DZ,144,6.93,997.92,6934766408630,RR-2401,DZ,144,6.93,1,5667601,2,1312807,144,"2023-03-06 00:00:00","2027-12-12 00:00:00",6641105
35230701402063000137550020000760411012447056,01402063000137,76041,RR-2402,6934766408647,RR-2402,"RR-2402 LAPIS DE SOBRANCELHAS MELU RUBY ROSE",33042010,2001000,S,6102,DZ,96,18.28,1754.88,6934766408647,RR-2402,DZ,96,18.28,1,5667601,3,1312808,96,"2023-03-05 00:00:00","2027-12-12 00:00:00",6641205
35230701402063000137550020000760411012447056,01402063000137,76041,RR-2403,6934766408654,RR-2403,"RR-2403 LAPIS DE SOBRANCELHAS MELU RUBY ROSE",33042010,2001000,S,6102,DZ,144,6.93,997.92,6934766408654,RR-2403,DZ,144,6.93,1,5667601,4,1312809,144,"2023-03-07 00:00:00","2027-12-12 00:00:00",6641305
35230701402063000137550020000760411012447056,01402063000137,76041,F518,7898671424385,F518,"HB F518 GEL PARA SOBRANCELHAS MELU RUBY ROSE",33042010,2001000,S,6102,DZ,120,9.07,1088.4,7898671424385,F518,DZ,120,9.07,1,5667601,5,23APR02,120,"2023-04-02 00:00:00","2026-04-01 00:00:00",6641405
35230701402063000137550020000760451012456054,01402063000137,76045,9354,6295125006028,9354,"HB 9354 TRIO SOMBRAS PARA SOBRANCELHA RUBY ROSE",33042010,2001000,S,6403,DZ,24,15.92,382.08,6295125006028,9354,DZ,24,15.92,1,5658401,1,22J0214,24,"2022-10-08 00:00:00","2027-10-07 00:00:00",6644805
35230701402063000137550020000760461012458054,01402063000137,76046,F518,7898671424385,F518,"HB F518 GEL PARA SOBRANCELHAS MELU RUBY ROSE",33042010,2001000,S,6403,DZ,24,10.82,259.68,7898671424385,F518,DZ,24,10.82,1,5658601,1,23APR02,24,"2023-04-02 00:00:00","2026-04-01 00:00:00",6645505
35230701402063000137550020000760461012458054,01402063000137,76046,094,6932159607202,094,"HB 094 CANETA DELINEADORA MELU RUBY ROSE",33042010,2001000,S,6403,DZ,24,13.19,316.56,6932159607202,094,DZ,24,13.19,1,5658601,2,22J0162,24,"2022-08-26 00:00:00","2027-08-25 00:00:00",6645605
35230701402063000137550020000760471012460056,01402063000137,76047,7232-1,6932159603600,7232-1,"HB 7232-1 PO COMPACTO FEEL MOOD RUBY ROSE",33049100,2001300,S,6403,DZ,24,12.14,291.36,6932159603600,7232-1,DZ,24,12.14,1,5722301,1,23J0044,24,"2023-02-27 00:00:00","2028-02-26 00:00:00",6647805
35230701402063000137550020000760471012460056,01402063000137,76047,S02,"SEM GTIN",S02,"HB S02 ESPONJA FEELS SOFT BLENDER",96162000,2006200,S,6403,DZ,48,11.69,561.12,"SEM GTIN",S02,DZ,48,11.69,1,5722301,2,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
35230701402063000137550020000760471012460056,01402063000137,76047,8406,6295125035554,8406,"HB 8406 DELINEADOR LIQUIDO PRETO RUBY ROSE",33042010,2001000,S,6403,DZ,72,15.16,1091.52,6295125035554,8406,DZ,72,15.16,1,5722301,3,22J0182,72,"2022-10-26 00:00:00","2027-10-25 00:00:00",6648005
35230701402063000137550020000760471012460056,01402063000137,76047,9354,6295125006028,9354,"HB 9354 TRIO SOMBRAS PARA SOBRANCELHA RUBY ROSE",33042010,2001000,S,6403,DZ,48,15.92,764.16,6295125006028,9354,DZ,48,15.92,1,5722301,4,22J0214,48,"2022-10-08 00:00:00","2027-10-07 00:00:00",6648105
35230701402063000137550020000760481012461050,01402063000137,76048,8055-1,6932159606151,8055-1,"HB 8055-1 BASE LIQUIDA MELU RUBY ROSE",33049990,2001500,S,6403,DZ,36,27.83,1001.88,6932159606151,8055-1,DZ,36,27.83,1,5722501,1,22J0129,36,"2022-07-29 00:00:00","2027-07-28 00:00:00",6648205
35230701402063000137550020000760481012461050,01402063000137,76048,RR-2401,6934766408630,RR-2401,"RR-2401 LAPIS DE SOBRANCELHAS MELU RUBY ROSE",33042010,2001000,S,6403,DZ,48,8.27,396.96,6934766408630,RR-2401,DZ,48,8.27,1,5722501,2,1312807,48,"2023-03-06 00:00:00","2027-12-12 00:00:00",6648305
35230701402063000137550020000760481012461050,01402063000137,76048,F571,7898671424392,F571,"HB F571 SOMBRA DE SOBRANCELHA MELU RUBY ROSE",33042010,2001000,S,6403,DZ,24,15.92,382.08,7898671424392,F571,DZ,24,15.92,1,5722501,3,22H11300,24,"2022-11-01 00:00:00","2027-11-02 00:00:00",6648405
35230701402063000137550020000760491012462053,01402063000137,76049,8406,6295125035554,8406,"HB 8406 DELINEADOR LIQUIDO PRETO RUBY ROSE",33042010,2001000,S,6403,DZ,72,15.16,1091.52,6295125035554,8406,DZ,72,15.16,1,5720701,1,22J0182,72,"2022-10-26 00:00:00","2027-10-25 00:00:00",6648505
35230701402063000137550020000760491012462053,01402063000137,76049,9354,6295125006028,9354,"HB 9354 TRIO SOMBRAS PARA SOBRANCELHA RUBY ROSE",33042010,2001000,S,6403,DZ,48,15.92,764.16,6295125006028,9354,DZ,48,15.92,1,5720701,2,22J0214,48,"2022-10-08 00:00:00","2027-10-07 00:00:00",6648605
35230701402063000137550020000760491012462053,01402063000137,76049,8055-1,6932159606151,8055-1,"HB 8055-1 BASE LIQUIDA MELU RUBY ROSE",33049990,2001500,S,6403,DZ,36,27.83,1001.88,6932159606151,8055-1,DZ,36,27.83,1,5720701,3,22J0129,36,"2022-07-29 00:00:00","2027-07-28 00:00:00",6648705
35230701402063000137550020000760501012463050,01402063000137,76050,519,6934766408586,519,"HB 519 DELINEADOR PRETO FEELS MOOD RUBY ROSE",33042010,2001000,S,6102,DZ,48,15.35,736.8,6934766408586,519,DZ,48,15.35,1,5668501,1,1312802,48,"2023-03-05 00:00:00","2027-12-12 00:00:00",6648805
35230701402063000137550020000760501012463050,01402063000137,76050,7232-1,6932159603600,7232-1,"HB 7232-1 PO COMPACTO FEEL MOOD RUBY ROSE",33049100,2001300,S,6102,DZ,24,10.59,254.16,6932159603600,7232-1,DZ,24,10.59,1,5668501,2,23J0044,24,"2023-02-27 00:00:00","2028-02-26 00:00:00",6648905
35230701402063000137550020000760501012463050,01402063000137,76050,7232-2,6932159603679,7232-2,"HB 7232-2 PO COMPACTO FEEL MOOD RUBY ROSE",33049100,2001300,S,6102,DZ,24,10.59,254.16,6932159603679,7232-2,DZ,24,10.59,1,5668501,3,23J0044,24,"2023-02-27 00:00:00","2028-02-26 00:00:00",6649005
35230701402063000137550020000760501012463050,01402063000137,76050,8519,6932159605222,8519,"HB 8519 TINTED BALM FEELS MOOD RUBY ROSE",33041000,2000900,S,6102,DZ,72,11.07,797.04,6932159605222,8519,DZ,72,11.07,1,5668501,4,23J0048,72,"2023-01-31 00:00:00","2028-01-30 00:00:00",6649105
35230701402063000137550020000760501012463050,01402063000137,76050,520,6934766408593,520,"HB 520 LAPIS DE OLHOS STAY FIX RUBY ROSE",33042010,2001000,S,6102,DZ,48,8.53,409.44,6934766408593,520,DZ,48,8.53,1,5668501,5,1312803,48,"2023-03-10 00:00:00","2027-12-12 00:00:00",6649205
35230701402063000137550020000760501012463050,01402063000137,76050,7206-14,6932159606007,7206-14,"HB 7206-14 PO FACIAL RUBY ROSE",33049100,2001300,S,6102,DZ,48,9.59,460.32,6932159606007,7206-14,DZ,48,9.59,1,5668501,6,23J0007,48,"2023-01-09 00:00:00","2028-01-08 00:00:00",6649305
35230701402063000137550020000760501012463050,01402063000137,76050,F574,7898671429878,F574,"HB F574 BLUSH COMPACTO STAY FIX",33049100,2001300,S,6102,DZ,24,16.07,385.68,7898671429878,F574,DZ,24,16.07,1,5668501,7,23APR03,24,"2023-04-02 00:00:00","2026-04-01 00:00:00",6649405
35230701402063000137550020000760501012463050,01402063000137,76050,8406,6295125035554,8406,"HB 8406 DELINEADOR LIQUIDO PRETO RUBY ROSE",33042010,2001000,S,6102,DZ,36,12.02,432.72,6295125035554,8406,DZ,36,12.02,1,5668501,8,22J0182,36,"2022-10-26 00:00:00","2027-10-25 00:00:00",6649505
35230701402063000137550020000760511012465050,01402063000137,76051,8055-1,6932159606151,8055-1,"HB 8055-1 BASE LIQUIDA MELU RUBY ROSE",33049990,2001500,S,6102,DZ,36,24.76,891.36,6932159606151,8055-1,DZ,36,24.76,1,5669201,1,22J0129,36,"2022-07-29 00:00:00","2027-07-28 00:00:00",6649705
35230701402063000137550020000760511012465050,01402063000137,76051,F518,7898671424385,F518,"HB F518 GEL PARA SOBRANCELHAS MELU RUBY ROSE",33042010,2001000,S,6102,DZ,72,9.62,692.64,7898671424385,F518,DZ,72,9.62,1,5669201,2,23APR02,72,"2023-04-02 00:00:00","2026-04-01 00:00:00",6649805
35230701402063000137550020000760511012465050,01402063000137,76051,094,6932159607202,094,"HB 094 CANETA DELINEADORA MELU RUBY ROSE",33042010,2001000,S,6102,DZ,48,11.73,563.04,6932159607202,094,DZ,48,11.73,1,5669201,3,22J0162,48,"2022-08-26 00:00:00","2027-08-25 00:00:00",6649905
35230701402063000137550020000760511012465050,01402063000137,76051,RR-2401,6934766408630,RR-2401,"RR-2401 LAPIS DE SOBRANCELHAS MELU RUBY ROSE",33042010,2001000,S,6102,DZ,96,7.35,705.6,6934766408630,RR-2401,DZ,96,7.35,1,5669201,4,1312807,96,"2023-03-06 00:00:00","2027-12-12 00:00:00",6650005
35230701402063000137550020000760511012465050,01402063000137,76051,LF50,6973094271592,LF50,"HB LF50 PINCEL PARA MAQUIAGEM MELU RUBY ROSE",96033000,2005900,S,6102,DZ,48,20.1,964.8,6973094271592,LF50,DZ,48,20.1,1,5669201,5,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
35230701402063000137550020000760511012465050,01402063000137,76051,LF10,6973094271561,LF10,"HB LF10 PINCEL PARA MAQUIAGEM MELU RUBY ROSE",96033000,2005900,S,6102,DZ,24,30.02,720.48,6973094271561,LF10,DZ,24,30.02,1,5669201,6,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
35230701402063000137550020000760521012489054,01402063000137,76052,F571,7898671424392,F571,"HB F571 SOMBRA DE SOBRANCELHA MELU RUBY ROSE",33042010,2001000,S,5403,DZ,120,15.01,1801.2,7898671424392,F571,DZ,120,15.01,1,5731401,1,22H11300,120,"2022-11-01 00:00:00","2027-11-02 00:00:00",6656505
35230701402063000137550020000760521012489054,01402063000137,76052,S02,"SEM GTIN",S02,"HB S02 ESPONJA FEELS SOFT BLENDER",96162000,2006200,S,5403,DZ,120,11.69,1402.8,"SEM GTIN",S02,DZ,120,11.69,1,5731401,2,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
35230701402063000137550020000760541012491053,01402063000137,76054,8055-1,6932159606151,8055-1,"HB 8055-1 BASE LIQUIDA MELU RUBY ROSE",33049990,2001500,S,5403,DZ,72,26.25,1890,6932159606151,8055-1,DZ,72,26.25,1,5713601,1,22J0129,72,"2022-07-29 00:00:00","2027-07-28 00:00:00",6656905
